,hh_income,hh_lifeCycle,occupation_type,age,motif_R,motif_RAAR,motif_RAOAR,motif_RAOR,motif_RAR,motif_ROAOR,motif_ROAR,motif_ROOR,motif_ROR,office_block,residential_block,amenity_block
395,2,5,1,44,0,0,0,0,0,0,0,1,0,16,14,
396,6,1,1,69,0,1,0,0,0,0,0,0,0,16,19,21.0
397,4,2,1,35,0,0,0,0,1,0,0,0,0,16,5,9.0
398,8,2,1,43,0,0,0,0,0,0,1,0,0,16,1,21.0
399,4,1,1,50,0,1,0,0,0,0,0,0,0,16,15,7.0
400,7,1,2,56,0,0,0,0,0,1,0,0,0,16,1,6.0
401,5,10,2,41,0,0,0,0,0,0,1,0,0,16,1,10.0
402,6,1,2,92,0,0,0,0,0,0,1,0,0,16,5,9.0
403,6,1,2,60,0,0,0,0,0,0,1,0,0,16,1,13.0
404,4,2,2,48,0,0,0,0,0,1,0,0,0,16,15,3.0
405,9,2,2,30,0,0,0,0,0,0,1,0,0,16,15,7.0
406,4,1,2,65,0,0,0,0,0,0,1,0,0,16,15,19.0
407,6,6,2,34,0,0,0,0,0,0,1,0,0,16,19,21.0
408,6,4,2,35,0,0,0,0,0,0,1,0,0,16,1,11.0
409,10,6,2,49,0,0,0,1,0,0,0,0,0,16,5,21.0
410,6,10,2,72,0,0,0,0,0,0,1,0,0,16,19,21.0
411,5,3,2,35,0,0,1,0,0,0,0,0,0,16,1,13.0
412,8,8,2,45,0,0,0,0,0,0,0,0,1,16,19,
413,6,1,2,60,0,0,0,1,0,0,0,0,0,16,1,21.0
414,8,4,2,30,0,1,0,0,0,0,0,0,0,16,1,9.0
415,1,8,2,22,0,0,0,0,0,0,1,0,0,16,1,9.0
416,8,5,2,57,0,0,0,0,0,0,0,0,1,16,15,
417,7,1,2,61,0,0,0,1,0,0,0,0,0,16,15,23.0
418,7,2,2,23,0,0,0,0,0,0,1,0,0,16,15,3.0
419,1,8,2,22,0,0,0,0,0,0,1,0,0,16,14,9.0
420,3,4,2,35,0,1,0,0,0,0,0,0,0,16,1,21.0
421,9,8,2,22,0,0,0,0,0,0,0,0,1,16,18,
422,11,2,2,59,0,0,0,1,0,0,0,0,0,16,1,11.0
423,8,4,2,30,0,1,0,0,0,0,0,0,0,16,1,7.0
424,9,8,2,22,0,0,0,0,0,0,0,0,1,16,5,
425,6,2,2,40,0,0,0,0,0,0,0,0,1,16,1,
426,6,1,2,60,0,0,0,0,0,0,1,0,0,16,5,11.0
427,9,10,2,67,0,0,0,0,0,0,0,0,1,16,5,
428,6,2,2,40,0,0,0,0,0,0,0,0,1,16,15,
429,9,10,2,67,0,0,0,0,0,0,0,0,1,16,1,
430,5,1,2,57,0,0,0,0,1,0,0,0,0,16,1,9.0
431,5,3,2,35,0,0,1,0,0,0,0,0,0,16,19,19.0
432,6,2,2,59,0,0,0,0,0,0,0,0,1,16,1,
433,5,10,2,62,0,0,0,0,0,0,0,0,1,16,14,
434,7,1,2,40,0,0,0,0,0,1,0,0,0,16,19,13.0
435,6,1,2,36,0,0,0,0,0,0,0,0,1,16,14,
436,7,2,2,37,0,0,0,0,0,0,1,0,0,16,13,11.0
437,7,4,2,28,0,0,0,1,0,0,0,0,0,16,15,21.0
438,10,2,2,58,0,0,0,0,0,0,0,0,1,16,5,
439,8,2,2,27,0,0,0,0,0,1,0,0,0,16,12,9.0
440,6,2,3,23,0,0,0,0,0,0,0,0,1,16,19,
441,2,3,3,44,0,0,1,0,0,0,0,0,0,16,15,9.0
442,1,2,3,70,0,0,0,0,1,0,0,0,0,16,5,7.0
443,6,6,3,55,0,0,0,0,0,0,1,0,0,16,5,9.0
444,6,4,3,40,0,0,0,1,0,0,0,0,0,16,19,19.0
445,6,2,3,58,0,0,0,0,0,0,0,0,1,16,1,
446,6,6,3,57,0,0,0,0,0,0,0,0,1,16,1,
447,4,6,3,41,0,0,0,0,0,0,0,0,1,16,13,
448,8,8,3,22,0,0,0,0,0,0,0,0,1,16,19,
449,5,6,3,60,0,0,0,0,0,0,0,0,1,16,1,
450,1,2,3,70,0,0,0,0,1,0,0,0,0,16,19,7.0
451,3,10,3,38,0,0,0,0,0,0,1,0,0,16,1,9.0
452,7,2,3,70,0,0,0,0,0,0,0,0,1,16,15,
453,3,1,3,67,0,0,0,0,0,0,0,1,0,16,15,
454,6,2,3,23,0,0,0,0,0,0,0,0,1,16,15,
455,9,10,3,67,0,0,0,0,0,0,1,0,0,16,5,11.0
456,8,2,3,41,0,0,0,0,0,0,0,0,1,16,5,
457,6,1,3,49,0,0,0,0,0,0,0,1,0,16,19,
458,5,8,3,55,0,0,0,0,0,0,0,0,1,16,19,
459,7,4,3,50,0,0,0,0,0,0,0,0,1,16,1,
460,11,2,3,33,0,0,0,0,0,0,1,0,0,16,19,21.0
461,10,2,3,50,0,0,0,0,0,0,0,0,1,16,1,
462,7,2,3,34,0,0,0,0,0,0,0,0,1,16,1,
463,6,6,3,44,0,0,1,0,0,0,0,0,0,16,15,13.0
464,7,1,3,67,0,0,0,0,0,0,0,0,1,16,19,
465,4,8,3,59,0,0,0,0,0,0,0,0,1,16,1,
466,8,2,3,59,0,0,0,0,0,0,0,0,1,16,1,
467,10,10,3,56,0,0,0,0,0,0,0,1,0,16,5,
468,8,2,3,26,0,0,0,0,0,0,0,0,1,16,15,
469,6,2,3,51,0,0,0,0,1,0,0,0,0,16,1,21.0
470,6,1,3,49,0,0,0,0,0,0,0,1,0,16,1,
471,8,2,3,55,0,0,0,0,0,0,0,0,1,16,1,
472,2,3,3,44,0,0,1,0,0,0,0,0,0,16,15,19.0
473,9,10,3,67,0,0,0,0,0,0,1,0,0,16,15,3.0
474,5,6,3,58,0,0,0,1,0,0,0,0,0,16,1,13.0
475,6,6,3,44,0,0,1,0,0,0,0,0,0,16,15,7.0
476,6,2,3,51,0,0,0,0,1,0,0,0,0,16,1,9.0
477,6,6,3,57,0,0,0,0,0,0,0,0,1,16,0,
478,5,10,3,36,0,1,0,0,0,0,0,0,0,16,5,9.0
479,7,2,3,34,0,0,0,0,0,0,0,0,1,16,15,
480,10,6,4,42,0,0,0,0,1,0,0,0,0,16,15,21.0
481,11,8,4,57,0,0,0,0,0,0,1,0,0,16,15,11.0
482,8,10,4,47,0,0,0,0,0,0,0,0,1,16,5,
483,9,2,4,33,0,0,0,0,0,0,0,0,1,16,15,
484,11,4,4,32,0,0,1,0,0,0,0,0,0,16,1,13.0
485,5,1,4,25,0,0,0,0,0,0,0,0,1,16,19,
486,9,2,4,35,0,0,0,0,0,0,0,0,1,16,1,
487,11,6,4,44,0,0,0,0,1,0,0,0,0,16,1,19.0
488,9,4,4,35,0,0,0,1,0,0,0,0,0,16,15,11.0
489,10,2,4,69,0,0,0,0,0,0,1,0,0,16,15,9.0
490,8,2,4,61,0,0,1,0,0,0,0,0,0,16,15,7.0
491,10,2,4,44,0,0,0,0,0,0,1,0,0,16,1,9.0
492,10,4,4,42,0,0,0,0,0,0,0,0,1,16,15,
493,3,1,4,47,0,1,0,0,0,0,0,0,0,16,19,9.0
494,7,1,4,48,0,0,0,0,0,1,0,0,0,16,15,9.0
495,9,2,4,26,0,0,0,0,0,0,0,0,1,16,1,
496,11,10,4,74,0,0,1,0,0,0,0,0,0,16,1,21.0
497,9,6,4,48,0,1,0,0,0,0,0,0,0,16,13,9.0
498,11,2,4,51,0,1,0,0,0,0,0,0,0,16,15,7.0
499,6,1,4,67,0,0,0,0,0,0,0,0,1,16,5,
500,6,2,4,53,0,0,0,0,0,0,1,0,0,16,13,11.0
501,6,10,4,65,0,0,0,1,0,0,0,0,0,16,15,11.0
502,8,10,4,28,0,0,0,0,0,0,0,0,1,16,1,
503,8,2,4,29,0,0,0,0,0,0,0,0,1,16,15,
504,10,6,4,17,0,0,0,0,1,0,0,0,0,16,1,21.0
505,10,2,4,40,0,0,0,0,0,0,1,0,0,16,1,19.0
506,8,8,4,58,0,0,0,0,1,0,0,0,0,16,1,21.0
507,11,10,4,78,0,1,0,0,0,0,0,0,0,16,14,21.0
508,11,2,4,68,0,0,0,0,0,0,1,0,0,16,1,9.0
509,3,2,4,28,0,1,0,0,0,0,0,0,0,16,1,9.0
510,11,2,4,42,0,0,0,0,0,0,1,0,0,16,13,19.0
511,10,8,4,57,0,0,0,0,0,0,0,0,1,16,5,
512,7,6,4,47,0,0,0,0,0,1,0,0,0,16,19,11.0
513,11,4,4,32,0,0,1,0,0,0,0,0,0,16,15,13.0
514,7,4,4,30,0,0,0,1,0,0,0,0,0,16,15,21.0
515,10,2,4,38,1,0,0,0,0,0,0,0,0,16,15,
516,7,1,4,35,0,0,0,0,0,0,1,0,0,16,19,13.0
517,4,4,4,37,0,0,0,0,0,0,0,0,1,16,1,
518,7,10,4,42,0,0,0,1,0,0,0,0,0,16,5,11.0
519,11,4,4,40,0,0,0,0,0,0,0,0,1,16,14,
520,6,8,5,16,0,0,0,0,1,0,0,0,0,16,19,21.0
521,8,6,5,16,0,1,0,0,0,0,0,0,0,16,1,19.0
522,3,6,5,16,0,0,0,0,0,0,0,0,1,16,19,
523,7,4,5,16,0,0,0,0,0,0,1,0,0,16,1,9.0
524,7,6,5,17,0,0,0,1,0,0,0,0,0,16,13,9.0
525,9,6,5,17,0,0,0,0,0,0,1,0,0,16,1,7.0
526,1,6,5,17,0,0,0,0,0,0,1,0,0,16,5,9.0
527,6,8,5,16,0,0,0,0,1,0,0,0,0,16,1,21.0
528,5,6,5,17,0,0,0,0,0,0,1,0,0,16,15,7.0
529,7,4,5,17,0,0,0,0,0,0,0,0,1,16,1,
530,8,6,5,16,0,1,0,0,0,0,0,0,0,16,5,20.0
531,7,6,5,16,0,0,0,0,0,0,1,0,0,16,5,3.0
532,7,6,5,17,0,0,0,1,0,0,0,0,0,16,5,21.0
533,6,8,5,16,0,0,1,0,0,0,0,0,0,16,19,19.0
534,10,8,5,17,0,0,0,0,0,0,0,0,1,16,1,
535,7,4,5,16,0,0,0,0,1,0,0,0,0,16,15,21.0
536,8,8,5,16,0,0,0,0,0,0,1,0,0,16,15,7.0
537,10,8,5,17,0,0,0,0,0,0,0,0,1,16,13,
538,5,7,5,16,0,0,0,0,1,0,0,0,0,16,15,9.0
539,6,8,5,16,0,0,0,0,1,0,0,0,0,16,15,7.0
540,8,6,5,16,0,1,0,0,0,0,0,0,0,16,1,7.0
541,1,7,5,17,0,0,0,0,0,1,0,0,0,16,1,11.0
542,7,6,5,16,0,0,0,0,0,0,1,0,0,16,4,11.0
543,7,4,5,17,0,0,0,0,0,0,0,0,1,16,1,
544,7,6,5,17,0,0,0,1,0,0,0,0,0,16,19,13.0
545,8,8,5,17,0,0,0,0,0,0,0,0,1,16,19,
546,3,6,5,16,0,0,0,0,0,0,0,0,1,16,13,
547,7,8,5,16,0,0,0,0,0,0,0,0,1,16,15,
548,5,6,5,17,0,0,0,0,0,0,1,0,0,16,15,9.0
549,6,8,5,16,0,0,1,0,0,0,0,0,0,16,0,13.0
550,5,6,5,17,0,0,0,0,0,0,1,0,0,16,15,9.0
551,1,5,5,17,0,0,0,0,0,0,0,0,1,16,15,
552,6,8,5,16,0,0,0,0,1,0,0,0,0,16,1,7.0
553,1,3,5,16,0,0,0,0,0,0,0,0,1,16,1,
554,8,6,5,16,0,1,0,0,0,0,0,0,0,16,1,11.0
555,7,6,5,16,0,0,0,0,0,0,1,0,0,16,19,7.0
556,8,8,5,16,0,0,0,0,0,0,1,0,0,16,15,9.0
557,3,6,5,16,0,0,0,0,0,0,0,0,1,16,15,
558,7,8,5,16,0,0,0,0,0,0,0,0,1,16,1,
559,10,8,5,17,0,0,0,0,0,0,0,0,1,16,5,
560,7,10,1,44,0,0,0,0,0,0,0,1,0,17,5,
561,6,1,1,56,0,0,0,0,1,0,0,0,0,17,19,21.0
562,7,2,1,67,0,0,0,0,0,1,0,0,0,17,1,9.0
563,8,8,1,48,0,1,0,0,0,0,0,0,0,17,1,9.0
564,4,1,1,39,0,0,0,0,0,0,1,0,0,17,14,11.0
565,6,5,1,19,0,1,0,0,0,0,0,0,0,17,15,3.0
566,2,2,1,25,0,0,0,0,0,0,0,0,1,17,1,
567,6,5,1,18,0,0,0,0,0,0,1,0,0,17,1,19.0
568,7,4,1,33,0,0,0,0,0,0,1,0,0,17,15,19.0
569,7,7,1,21,0,0,0,0,0,0,0,0,1,17,15,
570,8,2,1,22,0,0,0,0,0,0,0,0,1,17,1,
571,7,7,1,38,0,0,0,0,0,0,0,0,1,17,1,
572,11,2,1,22,0,0,0,0,0,0,0,0,1,17,15,
573,4,4,1,20,0,0,0,0,0,0,0,0,1,17,1,
574,4,1,1,39,0,0,0,0,0,0,1,0,0,17,1,11.0
575,7,10,1,45,0,0,0,0,0,0,0,0,1,17,1,
576,7,10,1,35,0,0,0,0,0,0,0,0,1,17,15,
577,2,5,1,44,0,0,0,0,0,0,0,1,0,17,15,
578,3,3,1,36,0,0,0,0,0,0,1,0,0,17,1,21.0
579,2,1,1,26,0,0,0,0,1,0,0,0,0,17,15,21.0
580,4,8,1,24,0,0,0,0,0,0,0,0,1,17,19,
581,5,2,1,58,0,0,0,0,0,0,0,0,1,17,5,
582,6,4,1,40,0,0,0,0,1,0,0,0,0,17,15,11.0
583,5,1,1,62,0,0,0,0,0,0,1,0,0,17,15,13.0
584,6,2,1,27,0,0,0,0,0,1,0,0,0,17,5,22.0
585,6,1,1,56,0,0,0,0,1,0,0,0,0,17,19,13.0
586,9,2,1,24,0,0,0,0,0,0,1,0,0,17,15,21.0
587,6,2,1,57,0,0,0,0,0,0,0,0,1,17,15,
588,7,10,1,45,0,0,0,0,0,0,0,0,1,17,15,
589,4,1,1,64,0,0,0,0,1,0,0,0,0,17,15,21.0
590,9,2,1,37,0,0,0,0,0,0,1,0,0,17,13,9.0
591,5,1,1,58,0,0,0,0,0,0,1,0,0,17,1,13.0
592,4,2,1,56,0,0,0,0,0,0,0,0,1,17,15,
593,11,2,1,63,0,0,0,0,0,1,0,0,0,17,1,21.0
594,5,1,1,58,0,0,0,0,0,0,1,0,0,17,15,9.0
595,6,1,1,38,0,0,0,0,0,0,1,0,0,17,13,7.0
596,7,10,1,45,0,0,0,0,0,0,0,0,1,17,15,
597,10,2,1,31,0,0,0,0,0,0,1,0,0,17,15,7.0
598,8,1,1,71,0,1,0,0,0,0,0,0,0,17,1,21.0
599,3,6,1,43,0,0,0,0,0,0,0,0,1,17,15,
600,10,6,2,49,0,0,0,1,0,0,0,0,0,17,15,21.0
601,9,8,2,47,0,0,0,0,0,0,1,0,0,17,1,7.0
602,6,2,2,33,0,0,0,1,0,0,0,0,0,17,19,9.0
603,10,10,2,40,0,0,0,0,0,0,1,0,0,17,12,9.0
604,2,4,2,39,0,0,0,1,0,0,0,0,0,17,15,2.0
605,7,6,2,22,0,0,0,0,0,0,0,1,0,17,1,
606,7,4,2,32,0,0,0,0,1,0,0,0,0,17,19,3.0
607,5,10,2,55,0,1,0,0,0,0,0,0,0,17,15,13.0
608,7,10,2,63,0,0,1,0,0,0,0,0,0,17,15,9.0
609,8,5,2,57,0,0,0,0,0,0,0,0,1,17,19,
610,7,2,2,23,0,0,0,0,0,0,1,0,0,17,19,11.0
611,6,6,2,42,0,0,0,0,1,0,0,0,0,17,19,21.0
612,6,2,2,59,0,0,0,0,0,0,0,0,1,17,1,
613,6,2,2,55,0,0,0,0,0,0,0,0,1,17,15,
614,8,8,2,43,0,0,0,0,0,0,1,0,0,17,15,21.0
615,10,10,2,57,0,1,0,0,0,0,0,0,0,17,15,21.0
616,5,10,2,62,0,0,0,0,0,0,0,0,1,17,19,
617,6,3,2,37,0,0,0,0,1,0,0,0,0,17,19,9.0
618,5,1,2,57,0,0,0,0,0,0,1,0,0,17,15,7.0
619,5,2,2,43,0,0,0,0,0,0,1,0,0,17,19,11.0
620,6,8,2,19,0,1,0,0,0,0,0,0,0,17,5,21.0
621,4,6,2,22,0,1,0,0,0,0,0,0,0,17,19,3.0
622,6,1,2,60,0,0,0,1,0,0,0,0,0,17,13,21.0
623,6,10,2,72,0,0,0,0,0,0,1,0,0,17,5,11.0
624,8,8,2,45,0,0,0,0,0,0,1,0,0,17,15,21.0
625,6,5,2,52,0,0,0,0,0,0,0,0,1,17,5,
626,7,4,2,38,0,0,1,0,0,0,0,0,0,17,15,21.0
627,7,8,2,24,0,0,0,0,0,0,0,1,0,17,15,
628,4,10,2,50,0,0,0,0,0,0,0,0,1,17,15,
629,7,4,2,38,0,0,1,0,0,0,0,0,0,17,15,9.0
630,7,1,2,60,0,0,0,1,0,0,0,0,0,17,5,7.0
631,7,1,2,67,0,0,0,0,0,0,0,0,1,17,1,
632,6,4,2,35,0,0,0,0,0,0,1,0,0,17,1,7.0
633,6,2,2,27,0,0,0,1,0,0,0,0,0,17,13,3.0
634,8,8,2,45,0,0,0,0,0,0,0,0,1,17,15,
635,3,1,2,54,0,1,0,0,0,0,0,0,0,17,1,21.0
636,7,2,2,24,0,0,0,0,0,0,0,0,1,17,1,
637,6,3,2,37,0,0,0,0,1,0,0,0,0,17,5,21.0
638,9,8,2,22,0,0,0,0,0,0,0,0,1,17,5,
639,5,10,2,55,0,1,0,0,0,0,0,0,0,17,5,13.0
640,10,2,3,37,0,0,1,0,0,0,0,0,0,17,15,9.0
641,8,8,3,51,0,0,0,0,0,0,0,1,0,17,4,
642,11,4,3,39,0,0,0,0,0,0,0,0,1,17,13,
643,3,6,3,43,0,0,0,0,0,0,0,0,1,17,19,
644,2,10,3,58,0,0,0,0,0,0,1,0,0,17,15,11.0
645,9,10,3,67,0,0,0,0,0,0,1,0,0,17,1,7.0
646,8,2,3,41,0,0,0,0,0,0,0,0,1,17,15,
647,10,2,3,50,0,0,0,0,0,0,0,0,1,17,15,
648,8,1,3,53,0,0,0,0,0,0,0,0,1,17,15,
649,8,2,3,26,0,0,0,0,0,0,0,0,1,17,13,
650,9,10,3,67,0,0,0,0,0,0,1,0,0,17,1,11.0
651,8,8,3,51,0,0,0,0,0,0,0,1,0,17,1,
652,6,1,3,46,0,0,0,0,1,0,0,0,0,17,13,3.0
653,3,2,3,48,0,0,0,0,0,0,1,0,0,17,19,13.0
654,8,2,3,22,0,0,0,0,0,0,0,0,1,17,19,
655,9,4,3,39,0,0,0,0,0,0,1,0,0,17,1,19.0
656,8,6,3,40,0,0,0,0,0,0,0,1,0,17,15,
657,8,6,3,51,0,0,1,0,0,0,0,0,0,17,19,21.0
658,6,6,3,44,0,0,1,0,0,0,0,0,0,17,5,9.0
659,5,10,3,59,0,0,0,1,0,0,0,0,0,17,15,21.0
660,6,10,3,65,0,0,0,0,0,0,1,0,0,17,1,21.0
661,2,3,3,44,0,0,1,0,0,0,0,0,0,17,15,13.0
662,6,1,3,49,0,0,0,0,0,0,0,1,0,17,1,
663,6,1,3,49,0,0,0,0,0,0,0,1,0,17,5,
664,8,8,3,51,0,0,0,0,0,0,0,1,0,17,1,
665,10,2,3,57,0,0,0,0,0,0,1,0,0,17,19,21.0
666,6,1,3,49,0,0,0,0,0,0,0,1,0,17,19,
667,10,2,3,37,0,0,1,0,0,0,0,0,0,17,19,11.0
668,9,4,3,42,0,0,0,0,0,0,1,0,0,17,13,10.0
669,10,2,3,50,0,0,0,0,0,0,0,0,1,17,19,
670,8,2,3,26,0,0,0,0,0,0,0,0,1,17,18,
671,10,2,3,37,0,0,1,0,0,0,0,0,0,17,19,21.0
672,8,2,3,22,0,0,0,0,0,0,0,0,1,17,1,
673,6,2,3,63,0,0,0,0,0,0,0,0,1,17,1,
674,11,2,3,38,0,0,0,1,0,0,0,0,0,17,1,11.0
675,7,1,3,67,0,0,0,0,0,0,0,0,1,17,19,
676,6,6,3,44,0,0,1,0,0,0,0,0,0,17,15,11.0
677,8,8,3,22,0,0,0,0,0,0,0,0,1,17,15,
678,7,1,3,67,0,0,0,0,0,0,0,0,1,17,1,
679,10,2,3,50,0,0,0,0,0,0,0,0,1,17,19,
680,10,1,4,35,0,1,0,0,0,0,0,0,0,17,1,9.0
681,6,2,4,28,0,0,0,0,0,0,1,0,0,17,19,13.0
682,4,2,4,46,0,0,0,0,0,0,0,0,1,17,1,
683,3,1,4,47,0,1,0,0,0,0,0,0,0,17,15,21.0
684,10,2,4,31,0,0,0,0,0,0,0,0,1,17,15,
685,10,8,4,57,0,0,0,0,0,0,0,0,1,17,4,
686,4,4,4,37,0,0,0,0,0,0,0,0,1,17,15,
687,7,4,4,31,0,0,0,0,0,0,0,0,1,17,13,
688,11,1,4,44,0,0,0,0,1,0,0,0,0,17,1,13.0
689,6,8,4,59,0,0,0,0,0,1,0,0,0,17,13,11.0
690,5,6,4,61,0,0,0,0,0,0,1,0,0,17,13,9.0
691,2,5,4,40,0,0,0,0,0,0,1,0,0,17,1,9.0
692,1,6,4,41,0,0,0,1,0,0,0,0,0,17,1,11.0
693,6,6,4,24,0,0,0,0,1,0,0,0,0,17,5,9.0
694,6,2,4,29,0,0,0,0,0,0,0,1,0,17,1,
695,5,7,4,52,0,0,0,0,0,0,0,0,1,17,1,
696,11,10,4,68,0,0,0,0,0,1,0,0,0,17,19,21.0
697,8,2,4,35,0,0,0,0,0,0,1,0,0,17,19,11.0
698,9,6,4,48,0,1,0,0,0,0,0,0,0,17,19,3.0
699,11,2,4,47,0,0,0,0,0,0,1,0,0,17,1,11.0
700,4,1,4,30,0,0,0,0,0,0,0,0,1,17,19,
701,7,1,4,41,0,0,0,0,0,0,0,0,1,17,19,
702,11,10,4,68,0,0,0,0,0,1,0,0,0,17,15,11.0
703,7,2,4,32,0,0,0,0,0,0,0,0,1,17,19,
704,9,1,4,25,0,0,0,0,0,0,0,0,1,17,1,
705,6,1,4,58,0,0,0,1,0,0,0,0,0,17,1,7.0
706,10,6,4,47,0,0,0,0,0,0,0,0,1,17,15,
707,9,2,4,66,0,1,0,0,0,0,0,0,0,17,1,7.0
708,6,1,4,48,0,0,0,0,0,1,0,0,0,17,0,11.0
709,11,2,4,68,0,0,0,0,0,0,1,0,0,17,15,9.0
710,11,2,4,29,0,0,0,0,0,0,0,0,1,17,1,
711,7,1,4,58,0,0,0,0,0,0,0,0,1,17,15,
712,8,2,4,64,0,0,0,0,0,0,0,0,1,17,5,
713,8,2,4,57,0,0,0,0,0,0,0,1,0,17,15,
714,8,2,4,64,0,0,0,0,0,0,0,0,1,17,15,
715,7,2,4,53,0,0,0,0,0,0,1,0,0,17,1,9.0
716,11,10,4,60,0,0,0,0,0,0,0,0,1,17,1,
717,6,10,4,56,0,0,0,0,1,0,0,0,0,17,1,19.0
718,6,10,4,44,0,0,0,0,0,0,0,0,1,17,15,
719,4,1,4,60,0,0,0,0,0,0,1,0,0,17,1,11.0
720,6,8,5,16,0,0,0,0,1,0,0,0,0,17,19,7.0
721,6,8,5,16,0,0,0,0,1,0,0,0,0,17,5,7.0
722,10,8,5,17,0,0,0,0,0,0,0,0,1,17,1,
723,5,7,5,16,0,0,0,0,1,0,0,0,0,17,13,7.0
724,3,6,5,16,0,0,0,0,0,0,0,0,1,17,5,
725,8,8,5,17,0,0,0,0,0,0,0,0,1,17,5,
726,6,8,5,16,0,0,0,0,1,0,0,0,0,17,13,19.0
727,9,6,5,17,0,0,0,0,0,0,1,0,0,17,15,13.0
728,1,5,5,17,0,0,0,0,0,0,0,0,1,17,15,
729,6,8,5,16,0,0,1,0,0,0,0,0,0,17,5,9.0
730,5,7,5,16,0,0,0,0,1,0,0,0,0,17,1,7.0
731,5,6,5,17,0,0,0,0,0,0,1,0,0,17,19,21.0
732,10,8,5,17,0,0,0,0,0,0,0,0,1,17,19,
733,1,3,5,16,0,0,0,0,0,0,0,0,1,17,1,
734,3,6,5,16,0,0,0,0,0,0,0,0,1,17,5,
735,1,7,5,17,0,0,0,0,0,1,0,0,0,17,15,11.0
736,4,8,5,17,0,0,0,0,0,0,0,0,1,17,5,
737,4,8,5,17,0,0,0,0,0,0,0,0,1,17,1,
738,1,5,5,17,0,0,0,0,0,0,0,0,1,17,1,
739,7,4,5,17,0,0,0,0,0,0,0,0,1,17,13,
740,7,4,5,17,0,0,0,0,0,0,0,0,1,17,15,
741,7,4,5,17,0,0,0,0,0,0,0,0,1,17,14,
742,8,8,5,17,0,1,0,0,0,0,0,0,0,17,1,13.0
743,5,6,5,17,0,0,0,0,0,0,0,0,1,17,1,
744,9,6,5,17,0,0,0,0,0,0,1,0,0,17,1,7.0
745,6,8,5,16,0,0,0,0,1,0,0,0,0,17,1,21.0
746,7,4,5,16,0,0,0,0,0,0,1,0,0,17,1,21.0
747,7,8,5,16,0,0,0,0,0,0,0,0,1,17,1,
748,9,6,5,17,0,0,0,0,0,0,1,0,0,17,19,7.0
749,7,4,5,17,0,0,0,0,0,0,0,0,1,17,5,
750,5,6,5,17,0,0,0,0,0,0,1,0,0,17,19,3.0
751,3,6,5,16,0,0,0,0,0,0,0,0,1,17,15,
752,5,6,5,17,0,0,0,0,0,0,1,0,0,17,15,9.0
753,1,3,5,16,0,0,0,0,0,0,0,0,1,17,1,
754,1,6,5,17,0,0,0,0,0,0,1,0,0,17,15,7.0
755,10,8,5,17,0,0,0,0,0,0,0,0,1,17,15,
756,1,3,5,16,0,0,0,0,0,0,0,0,1,17,13,
757,8,8,5,17,0,1,0,0,0,0,0,0,0,17,5,21.0
758,1,3,5,16,0,0,0,0,0,0,0,0,1,17,5,
759,4,8,5,17,0,0,0,0,0,0,0,0,1,17,15,
760,6,10,1,62,0,0,0,0,1,0,0,0,0,19,15,9.0
761,11,2,1,32,0,0,0,0,0,1,0,0,0,19,13,3.0
762,10,2,1,31,0,0,0,0,0,0,1,0,0,19,15,3.0
763,2,1,1,26,0,0,0,0,1,0,0,0,0,19,1,19.0
764,1,6,1,28,0,0,0,0,0,0,1,0,0,19,5,13.0
765,11,2,1,87,0,0,0,0,1,0,0,0,0,19,5,9.0
766,11,4,1,44,0,0,0,0,0,0,0,0,1,19,1,
767,7,10,1,45,0,0,0,0,0,0,0,0,1,19,1,
768,8,2,1,23,0,0,0,0,1,0,0,0,0,19,15,13.0
769,6,10,1,57,0,1,0,0,0,0,0,0,0,19,13,11.0
770,8,8,2,37,0,0,0,0,0,0,1,0,0,19,15,11.0
771,1,2,2,28,0,0,0,0,0,0,0,0,1,19,15,
772,8,1,2,50,0,0,1,0,0,0,0,0,0,19,15,9.0
773,7,2,2,24,0,0,0,0,0,0,0,0,1,19,19,
774,10,10,2,40,0,0,0,0,0,0,1,0,0,19,1,9.0
775,6,4,2,38,0,0,1,0,0,0,0,0,0,19,15,21.0
776,3,1,2,54,0,1,0,0,0,0,0,0,0,19,5,21.0
777,6,2,2,33,0,0,0,1,0,0,0,0,0,19,1,11.0
778,7,1,2,61,0,0,0,1,0,0,0,0,0,19,15,19.0
779,10,2,2,68,0,0,0,0,0,0,1,0,0,19,1,11.0
780,11,2,3,38,0,0,0,1,0,0,0,0,0,19,15,9.0
781,9,10,3,67,0,0,0,0,0,0,1,0,0,19,14,7.0
782,5,6,3,58,0,0,0,1,0,0,0,0,0,19,1,10.0
783,8,8,3,19,0,0,0,0,0,0,0,0,1,19,5,
784,6,6,3,55,0,0,0,0,0,0,1,0,0,19,19,11.0
785,6,2,3,63,0,0,0,0,0,0,0,0,1,19,13,
786,6,6,3,57,0,0,0,0,0,0,0,0,1,19,5,
787,6,2,3,63,0,0,0,0,0,0,0,0,1,19,1,
788,3,6,3,43,0,0,0,0,0,0,0,0,1,19,1,
789,8,1,3,71,0,0,0,1,0,0,0,0,0,19,1,9.0
790,7,2,4,38,0,0,0,0,0,0,1,0,0,19,15,21.0
791,10,4,4,42,0,0,0,0,0,0,0,0,1,19,13,
792,7,2,4,32,0,0,0,0,0,0,0,0,1,19,1,
793,4,1,4,45,0,0,0,0,0,0,0,0,1,19,15,
